id,status,source,chars,attempts,last_attempt,note
4e46ef11-a7c5-4895-a907-c2c188d58328,ok,wayback,5610,1,2026-09-04T11:19:58Z,http://web.archive.org/web/20260708201338id_/https://ancestry.wd501.myworkdayjobs.com/careers/job/Remote/Graduate-Research-Co-op---AI---Representation-Learning_R003340
4ecd563d-7e5c-4be4-9a0f-b2b33e9bf6bc,empty,,0,1,2026-09-02T11:20:23Z,no posting-like text above 600 chars (thin_2837c)
4f7cb481-182f-4e4b-8d60-1341ff96f5b3,ok,wayback,3726,1,2026-09-05T10:37:01Z,
4fed62c4-1d14-45b6-9a3c-6961eee90816,error,,0,2,2026-09-05T10:37:01Z,http_429
5046a684-049e-42fa-ad93-7d21aeed4084,error,,0,3,2026-09-04T11:19:58Z,http_410
50713986-aff9-40ea-98ea-3a751c83b80f,ok,wayback,10265,1,2026-09-01T11:40:49Z,http://web.archive.org/web/20260827152516id_/https://jobs.lever.co/calstart/cbd0d758-18b0-481d-9e67-a065682f30ea/apply
50f076dc-b912-4d1b-b7d7-59cfb38b5688,gone,,0,1,2026-09-01T11:40:49Z,posting taken down
51390559-49b8-46aa-8e77-cb2b750241cc,ok,wayback,3865,1,2026-09-02T11:20:23Z,
51a49e4a-6863-481c-807d-570b0a1db7fa,ok,live,5112,1,2026-08-31T13:53:47Z,
52014453-b015-4a04-9cd4-5967c444f77c,ok,wayback,4552,1,2026-09-05T10:37:01Z,
527e83c9-8667-42c5-ae2d-aa16111a9379,ok,wayback,5283,1,2026-09-03T11:16:36Z,http://web.archive.org/web/20260603000121id_/https://osv-rubicon.wd5.myworkdayjobs.com/en-US/MagniteCareers/job/New-York---New-York/Intern--Software-Engineering---Demand-Solutions--NYC-_R-01332
52a1bad8-5a44-4bf7-a4ef-fe2683e423b5,ok,live,3367,1,2026-08-31T13:53:47Z,
5379a4df-fa7a-4799-8978-00d1844415b9,ok,wayback,4736,1,2026-08-31T13:53:47Z,http://web.archive.org/web/20260807173259id_/https://job-boards.greenhouse.io/cssmerge/jobs/8687915002
53cee592-5a1d-4506-9ee0-b5a4fa38065d,empty,,0,1,2026-09-03T11:16:36Z,no posting-like text above 600 chars (thin_278c)
5407f428-b513-492f-97d0-d2bd020610b6,ok,live,60000,1,2026-09-04T11:19:58Z,
54a129c8-53ec-4e38-b878-daaaa309f3f7,error,,0,1,2026-08-31T13:53:47Z,no source yielded text
55723c85-bd8c-4d95-be54-2a6851a48b6c,ok,live,3568,1,2026-09-02T11:20:23Z,
56196707-1bc1-44de-9e0e-a32456792771,ok,live,3236,1,2026-09-01T11:40:49Z,
563916cf-2297-4c6b-93cc-b171f73555c4,ok,live,60000,1,2026-09-04T11:19:58Z,
5646d793-dc8c-4ff6-82d3-e8d00aa58389,error,,0,3,2026-09-02T11:20:23Z,http_410
567343bb-16d7-4d9d-9b61-18ca665f8a16,error,,0,1,2026-09-05T10:37:01Z,http_429
569ed6bf-2af9-475a-a7db-65d129476547,ok,wayback,3661,1,2026-09-05T10:37:01Z,http://web.archive.org/web/20260428233020id_/https://centific.wd1.myworkdayjobs.com/Centific_Global/job/Remote-Work-USA/Technical-Intern--Masters-or-PhD-_JR106696-1
56f714dd-27f8-4010-9262-c342a2fdecd0,error,,0,3,2026-09-05T10:37:01Z,http_429
5862704c-af4b-420f-9538-a27f52a6dc49,error,,0,3,2026-09-02T11:20:23Z,no source yielded text
589e122b-8999-49a6-8442-c90ddb3b04bf,ok,live,4619,1,2026-09-01T11:40:49Z,
599919c9-248d-495b-a106-81088707bc82,ok,wayback,4507,1,2026-09-01T11:40:49Z,http://web.archive.org/web/20260715223612id_/https://revvity.wd103.myworkdayjobs.com/External/job/CAD-Remote--ON/Full-Stack-AI-Developer-Intern_JR-044915
59b38467-71db-455a-94f0-aef60039a70c,error,,0,3,2026-09-03T11:16:36Z,http_404
59b92f0b-36cb-4eb5-9a6c-8f15f9435a83,error,,0,3,2026-09-05T10:37:01Z,http_429
5a584c30-3ce0-47db-9704-8a23896e8742,ok,wayback,3952,1,2026-09-04T11:19:58Z,
5a8f88cd-754a-4346-9ce0-61112aaec6f7,ok,wayback,12223,1,2026-09-02T11:20:23Z,http://web.archive.org/web/20260626014206id_/https://job-boards.greenhouse.io/pointc/jobs/5236086008
5c99289c-7083-430e-9511-14fa13015733,error,,0,3,2026-09-04T11:19:58Z,http_429
5cbbf737-ec58-4199-bd17-62438749ebc9,ok,live,3586,1,2026-09-02T11:20:23Z,
5d6c33d1-6d0a-4416-b7d6-c47f481517c5,error,,0,2,2026-09-05T10:37:01Z,http_429
5d95fbd7-3bfc-46bc-8fd9-9f014b6308ed,ok,wayback,2488,1,2026-09-02T11:20:23Z,http://web.archive.org/web/20260727154848id_/https://www.citadelsecurities.com/careers/details/designated-market-maker-dmm-trader-intern-us/
5ea98056-c56b-4b75-bc44-d64a3c6c73a3,error,,0,3,2026-09-03T11:16:36Z,no source yielded text
60af5688-3330-413e-961c-6f3ffb2b4c84,error,,0,3,2026-09-05T10:37:01Z,http_429
60c7c83c-4da3-419f-b94d-37706d65f534,ok,live,2912,1,2026-08-31T13:53:47Z,
6200c443-ced9-4868-902f-2ba885ed5c02,ok,live,6809,1,2026-09-02T11:20:23Z,
626bb7ad-7fc6-4fd0-99cd-31a7fb23cef3,ok,live,60000,1,2026-09-02T11:20:23Z,
62709f49-dca3-4418-9cbb-85fae7d3b7ce,ok,wayback,8599,1,2026-09-03T11:16:36Z,http://web.archive.org/web/20260609233314id_/https://jobs.ashbyhq.com/1password/c502ea19-dc77-4955-8797-6f8b64ccf52f/application
629fac72-4880-42e9-b648-cdfa036a00ac,ok,live,2760,1,2026-08-31T13:53:47Z,
631bbbfe-8d2d-4b49-8e16-c60d7eebde34,ok,live,3209,1,2026-08-31T13:53:47Z,
63312998-23b7-4617-994a-97b67a1866fb,error,,0,3,2026-09-03T11:16:36Z,no source yielded text
6409dda3-9704-4933-a226-3ae46b43d171,ok,live,2436,1,2026-09-01T11:40:49Z,
641bea35-1071-4095-99a9-1f68a28662c8,empty,,0,1,2026-08-31T13:53:47Z,no posting-like text above 600 chars (thin_3916c)
6470fc04-154d-4d53-9a4c-9f69aaba3aaf,ok,live,3706,1,2026-09-02T11:20:23Z,
6511cfed-ce4c-45ab-8067-8f2f7842e34b,ok,wayback,10732,1,2026-09-04T11:19:58Z,http://web.archive.org/web/20260511150203id_/https://jobs.smartrecruiters.com/NBCUniversal3/744000125848951
65e64ece-5971-4361-ac20-e6a4be68e2c5,ok,live,6094,1,2026-08-31T13:53:47Z,
66058658-b81c-4603-b721-ad005299ed84,error,,0,3,2026-09-03T11:16:36Z,no source yielded text
661c72d1-3246-4a68-a747-e850c8abb675,error,,0,3,2026-09-04T11:19:58Z,no source yielded text
66357c67-5998-4524-8bd2-55280de56b1a,ok,wayback,4716,1,2026-09-04T11:19:58Z,http://web.archive.org/web/20260506020557id_/https://careers-mercuryinsurance.icims.com/jobs/6417/job?mobile=true&needsRedirect=false
66aed69d-0acd-43a5-9aa1-fcbdc96ceebd,empty,,0,1,2026-09-01T11:40:49Z,no posting-like text above 600 chars (thin_11845c)
67073e06-6a56-423e-8829-d36ad479d2fe,ok,live,1623,1,2026-08-31T13:53:47Z,
6744cf0c-8e1c-4608-b36f-b89f93fa2824,ok,wayback,15374,1,2026-09-05T10:37:01Z,http://web.archive.org/web/20260430233038id_/https://job-boards.greenhouse.io/constantcontact/jobs/7862452
67a5f775-5448-46b2-9dad-a17c4c4584be,error,,0,3,2026-09-03T11:16:36Z,http_500
6811bb0f-5241-4246-8d01-0048db2d15a5,error,,0,2,2026-09-05T10:37:01Z,http_429
68127dda-73b9-40f5-9686-c6a63d8651ca,error,,0,3,2026-09-05T10:37:01Z,http_429
68ceeffa-36f0-4cd6-9256-42fd6f4f016d,error,,0,3,2026-09-03T11:16:36Z,no source yielded text
6a849ae3-5b64-44ef-8bcc-a7bb32766d9f,ok,live,3050,1,2026-09-01T11:40:49Z,
6bb2553b-f9bc-4c0b-ae90-ae4d6dabeeee,ok,live,3296,1,2026-08-31T13:53:47Z,
6bd91b2c-c817-4f94-bd81-3406c3d2d17b,empty,,0,1,2026-08-31T13:53:47Z,no posting-like text above 600 chars (thin_2761c)
6c4405d5-c008-48ab-bb63-5f8f77ba0777,empty,,0,1,2026-09-02T11:20:23Z,no posting-like text above 600 chars (thin_726c)
